#Scan#,Adduct_library,CAS_Number_library,Charge_library,Compound_Name_library,Compound_Source_library,Data_Collector_library,ExactMass_library,FileScanUniqueID_library,INCHI_AUX_library,INCHI_library,Instrument_library,Ion_Source_library,IonMode_library,LibMZ_library,Library_Class_library,LibraryName_library,LibraryQualityString_library,MassDiff_library,MQScore_library,MZErrorPPM_library,NumberHits_library,Organism_library,PI_library,Precursor_MZ_library,Pubmed_ID_library,RT_Query_library,SharedPeaks_library,Smiles_library,SpecCharge_library,SpecMZ_library,SpectrumFile_library,SpectrumID_library,tags_library,TIC_Query_library,UpdateWorkflowName_library,Adduct_analog,CAS_Number_analog,Charge_analog,Compound_Name_analog,Compound_Source_analog,Data_Collector_analog,ExactMass_analog,FileScanUniqueID_analog,INCHI_analog,INCHI_AUX_analog,Instrument_analog,internalFilename_analog,Ion_Source_analog,IonMode_analog,LibMZ_analog,Library_Class_analog,LibraryName_analog,LibraryQualityString_analog,MassDiff_analog,MQScore_analog,MZErrorPPM_analog,NumberHits_analog,Organism_analog,PI_analog,Precursor_MZ_analog,Pubmed_ID_analog,RT_Query_analog,SharedPeaks_analog,Smiles_analog,SpecCharge_analog,SpecMZ_analog,SpectrumFile_analog,SpectrumID_analog,tags_analog,TIC_Query_analog,UpdateWorkflowName_analog,inchi_combined
5421,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+Na,401810513,1,1-Oleoyl-2-hydroxy-sn-glycero-3-phospho-(1'-rac-glycerol),Isolated,NIST,0,spectra/specs_ms.mgf5421,"InChI=1S/C24H47O9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-24(28)31-19-23(27)21-33-34(29,30)32-20-22(26)18-25/h9-10,22-23,25-27H,2-8,11-21H2,1H3,(H,29,30)/b10-9-/t22?,23-/m1/s1",N/A,HCD,specs_ms.mgf,ESI,Positive,533.285,3,lib-00052.mgf,Bronze,28.0298,0.960443,52560.6,1,NIST17,NIST,533.285,N/A,0,14,CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(CO)O)O,1,505.255,specs_ms.mgf,CCMSLIB00003393666,NA,5095360,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C24H47O9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-24(28)31-19-23(27)21-33-34(29,30)32-20-22(26)18-25/h9-10,22-23,25-27H,2-8,11-21H2,1H3,(H,29,30)/b10-9-/t22?,23-/m1/s1"
5427,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,60793013,1,Spectral Match to HEPC from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf5427,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,482.324,3,lib-00036.mgf,Bronze,33.9835,0.992101,70457.8,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,482.324,N/A,0,8,N/A,1,516.307,specs_ms.mgf,CCMSLIB00003134569,NA,77837400,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
5428,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,50930239,1,Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf5428,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,510.355,3,lib-00032.mgf,Bronze,7.96896,0.972121,15614.5,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,510.355,N/A,0,12,N/A,1,518.324,specs_ms.mgf,CCMSLIB00003134521,NA,17815400,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
5436,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,60793013,1,Spectral Match to HEPC from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf5436,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,482.324,3,lib-00036.mgf,Bronze,51.96,0.991219,107728,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,482.324,N/A,0,8,N/A,1,534.284,specs_ms.mgf,CCMSLIB00003134569,NA,6470700,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
5441,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+Na,20559164,1,Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14,Isolated,Data deposited by mjmeehan,0,spectra/specs_ms.mgf5441,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,490.29,3,lib-00036.mgf,Bronze,50.0169,0.90214,102015,1,GNPS-NIST14-MATCHES,Data from Gabriel Haddad,490.29,N/A,0,9,N/A,1,540.307,specs_ms.mgf,CCMSLIB00003134546,NA,2034630,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
5442,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,2497587,1,Spectral Match to p-tert-Octylphenol hexaglycol ether from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf5442,N/A,N/A,QqQ,specs_ms.mgf,ESI,Positive,471.332,3,lib-00032.mgf,Bronze,616.46,0.828315,155023,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,471.332,N/A,0,14,N/A,2,544.399,specs_ms.mgf,CCMSLIB00003137317,NA,356920,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
5451,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+Na,18656401,1,"1,2-Dilauroyl-sn-glycero-3-phosphatidylcholine",Isolated,NIST,0,spectra/specs_ms.mgf5451,"InChI=1S/C32H64NO8P/c1-6-8-10-12-14-16-18-20-22-24-31(34)38-28-30(29-40-42(36,37)39-27-26-33(3,4)5)41-32(35)25-23-21-19-17-15-13-11-9-7-2/h30H,6-29H2,1-5H3",N/A,HCD,specs_ms.mgf,ESI,Positive,644.426,3,lib-00052.mgf,Bronze,78.1028,0.858008,121197,1,NIST17,NIST,644.426,N/A,0,5,CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC,1,566.323,specs_ms.mgf,CCMSLIB00003418243,NA,1804620,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C32H64NO8P/c1-6-8-10-12-14-16-18-20-22-24-31(34)38-28-30(29-40-42(36,37)39-27-26-33(3,4)5)41-32(35)25-23-21-19-17-15-13-11-9-7-2/h30H,6-29H2,1-5H3"
5452,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+Na,19420565,1,Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf5452,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,544.337,3,lib-00036.mgf,Bronze,21.985,0.96998,40388.7,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,544.337,N/A,0,10,N/A,1,566.322,specs_ms.mgf,CCMSLIB00003137471,NA,2027310,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
5459,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,6809707,1,Spectral Match to Undecaethylene glycol from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf5459,N/A,N/A,QqQ,specs_ms.mgf,ESI,Positive,503.306,3,lib-00036.mgf,Bronze,75.069,0.915014,149152,1,GNPS-NIST14-MATCHES,Data from James McKerrow,503.306,N/A,0,7,N/A,1,578.375,specs_ms.mgf,CCMSLIB00003138415,NA,227678,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
5467,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-H2O,106352107,1,Dipalmitolein (9c),Isolated,NIST,0,spectra/specs_ms.mgf5467,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,547.472,3,lib-00036.mgf,Bronze,53.9726,0.803624,98585.1,1,NIST14,NIST,547.472,N/A,0,8,N/A,1,601.445,specs_ms.mgf,CCMSLIB00000289284,NA,218542,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
5483,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,108341806,1,Spectral Match to 1-Arachidoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf5483,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,552.401,3,lib-00036.mgf,Bronze,83.8154,0.953637,151729,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,552.401,N/A,0,8,N/A,1,636.216,specs_ms.mgf,CCMSLIB00003134530,NA,3368050,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
5484,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[M+Na]+,N/A,1,dehydroxynocardamine,isolated,MoNA:VF-NPL-QEHF007498,0,spectra/specs_ms.mgf5484,"InChI=1S/C27H48N6O8/c34-22-10-11-23(35)29-18-6-2-8-20-32(40)27(39)15-13-25(37)31-19-7-3-9-21-33(41)26(38)14-12-24(36)30-17-5-1-4-16-28-22/h40-41H,1-21H2,(H,28,34)(H,29,35)(H,30,36)(H,31,37)",N/A,ESI-QFT,specs_ms.mgf,N/A,positive,607.343,3,lib-00029.mgf,Bronze,29.0747,0.808022,47872,1,MONA,MoNA,607.343,N/A,0,7,N/A,1,636.418,specs_ms.mgf,CCMSLIB00004698561,NA,907316,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C27H48N6O8/c34-22-10-11-23(35)29-18-6-2-8-20-32(40)27(39)15-13-25(37)31-19-7-3-9-21-33(41)26(38)14-12-24(36)30-17-5-1-4-16-28-22/h40-41H,1-21H2,(H,28,34)(H,29,35)(H,30,36)(H,31,37)"
5486,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,108341806,1,Spectral Match to 1-Arachidoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf5486,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,552.401,3,lib-00036.mgf,Bronze,87.8422,0.958456,159019,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,552.401,N/A,0,7,N/A,1,640.243,specs_ms.mgf,CCMSLIB00003134530,NA,1409970,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
5513,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,130614061,1,1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine,Isolated,NIST,0,spectra/specs_ms.mgf5513,N/A,N/A,Q-TOF,specs_ms.mgf,ESI,Positive,758.569,3,lib-00036.mgf,Bronze,45.5545,0.976218,60053.2,1,NIST14,NIST,758.569,N/A,0,4,N/A,1,804.123,specs_ms.mgf,CCMSLIB00000335876,NA,4002730,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
5534,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,673665,1,Azocan-2-one,Isolated,NIST,0,spectra/specs_ms.mgf5534,"InChI=1S/C7H13NO/c9-7-5-3-1-2-4-6-8-7/h1-6H2,(H,8,9)",N/A,IT-FT/ion trap with FTMS,specs_ms.mgf,ESI,Positive,128.107,3,lib-00052.mgf,Bronze,46.0055,0.859433,359118,1,NIST17,NIST,128.107,N/A,0,5,C1CCCNC(=O)CC1,1,174.113,specs_ms.mgf,CCMSLIB00003469811,NA,1090500,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C7H13NO/c9-7-5-3-1-2-4-6-8-7/h1-6H2,(H,8,9)"
5536,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-H2O,22567368,1,Bisabolol oxide A,Isolated,NIST,0,spectra/specs_ms.mgf5536,"InChI=1S/C15H26O2/c1-11-5-7-12(8-6-11)15(4)10-9-13(16)14(2,3)17-15/h5,12-13,16H,6-10H2,1-4H3/t12-,13+,15+/m1/s1",N/A,HCD,specs_ms.mgf,ESI,Positive,221.19,3,lib-00052.mgf,Bronze,41.0153,0.800073,185430,1,NIST17,NIST,221.19,N/A,0,6,CC1=CCC(CC1)C2(CCC(C(O2)(C)C)O)C,1,180.175,specs_ms.mgf,CCMSLIB00003559427,NA,1034660,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C15H26O2/c1-11-5-7-12(8-6-11)15(4)10-9-13(16)14(2,3)17-15/h5,12-13,16H,6-10H2,1-4H3/t12-,13+,15+/m1/s1"
5539,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-H2O,18409182,1,"2-Decen-1-ol, (E)-",Isolated,NIST,0,spectra/specs_ms.mgf5539,N/A,N/A,Q-TOF,specs_ms.mgf,ESI,Positive,139.148,3,lib-00036.mgf,Bronze,45.0578,0.829468,323812,1,NIST14,NIST,139.148,N/A,0,4,N/A,1,184.206,specs_ms.mgf,CCMSLIB00000368252,NA,147651,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
5540,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[M+H]+,77337-76-9,1,Massbank:EA284812 Acamprosate| 3-acetamido-1-propanesulfonic acid,Isolated,Massbank,0,spectra/specs_ms.mgf5540,"1S/C5H11NO4S/c1-5(7)6-3-2-4-11(8,9)10/h2-4H2,1H3,(H,6,7)(H,8,9,10)",N/A,LC-ESI-ITFT,specs_ms.mgf,ESI,Positive,182.048,3,lib-00004.mgf,Bronze,3.0808,0.871694,16923,1,MASSBANK,Putative Massbank Match,182.048,N/A,0,4,O=S(=O)(O)CCCNC(=O)C,1,185.129,specs_ms.mgf,CCMSLIB00000211861,NA,1291150,UPDATE-SINGLE-ANNOTATED-BRONZE,"1S/C5H11NO4S/c1-5(7)6-3-2-4-11(8,9)10/h2-4H2,1H3,(H,6,7)(H,8,9,10)"
5543,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-H2O,39924522,1,Methyl jasmonate,Isolated,NIST,0,spectra/specs_ms.mgf5543,N/A,N/A,IT-FT/ion trap with FTMS,specs_ms.mgf,ESI,Positive,207.138,3,lib-00048.mgf,Bronze,12.0364,0.867811,58108.2,1,NIST14,NIST,207.138,N/A,0,6,N/A,1,195.102,specs_ms.mgf,CCMSLIB00000302743,NA,6238530,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
5544,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-C10H10O2N2,69534,1,Ampicillin,Isolated,NIST,0,spectra/specs_ms.mgf5544,"InChI=1S/C16H19N3O4S/c1-16(2)11(15(22)23)19-13(21)10(14(19)24-16)18-12(20)9(17)8-6-4-3-5-7-8/h3-7,9-11,14H,17H2,1-2H3,(H,18,20)(H,22,23)/t9-,10-,11+,14-/m1/s1",N/A,HCD,specs_ms.mgf,ESI,Positive,160.043,3,lib-00052.mgf,Bronze,43.0405,0.904245,268931,1,NIST17,NIST,160.043,N/A,0,5,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,1,203.083,specs_ms.mgf,CCMSLIB00003474433,NA,239953,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C16H19N3O4S/c1-16(2)11(15(22)23)19-13(21)10(14(19)24-16)18-12(20)9(17)8-6-4-3-5-7-8/h3-7,9-11,14H,17H2,1-2H3,(H,18,20)(H,22,23)/t9-,10-,11+,14-/m1/s1"
5548,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,138089,1,Phospho(enol)pyruvic acid,Isolated,NIST,0,spectra/specs_ms.mgf5548,N/A,N/A,IT-FT/ion trap with FTMS,specs_ms.mgf,ESI,Positive,168.99,3,lib-00036.mgf,Bronze,40.1274,0.950841,237454,1,NIST14,NIST,168.99,N/A,0,4,N/A,1,209.117,specs_ms.mgf,CCMSLIB00000273923,NA,2528760,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
5551,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,15099851,1,DL-.beta.-Homophenylalanine,Isolated,NIST,0,spectra/specs_ms.mgf5551,N/A,N/A,Q-TOF,specs_ms.mgf,ESI,Positive,180.102,3,lib-00036.mgf,Bronze,40.0315,0.867094,222271,1,NIST14,NIST,180.102,N/A,0,4,N/A,1,220.133,specs_ms.mgf,CCMSLIB00000367325,NA,1369760,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
5553,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-C13H16O7,39011900,1,Albiflorin,Isolated,NIST,0,spectra/specs_ms.mgf5553,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,197.081,3,lib-00052.mgf,Bronze,26.0159,0.860672,132006,1,NIST17,NIST,197.081,N/A,0,7,N/A,1,223.097,specs_ms.mgf,CCMSLIB00003400789,NA,1671810,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
5567,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-H2O,7512176,1,N-Acetyl-D-glucosamine,Isolated,NIST,0,spectra/specs_ms.mgf5567,N/A,N/A,Q-TOF,specs_ms.mgf,ESI,Positive,204.087,3,lib-00036.mgf,Bronze,72.0202,0.982447,352890,1,NIST14,NIST,204.087,N/A,0,8,N/A,1,276.107,specs_ms.mgf,CCMSLIB00000364989,NA,303695,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
5569,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,104874502,1,(.+/-.)-11-Nor-.DELTA.9-tetrahydrocannabinol-9-carboxylic acid,Isolated,NIST,0,spectra/specs_ms.mgf5569,"InChI=1S/C21H28O4/c1-4-5-6-7-13-10-17(22)19-15-12-14(20(23)24)8-9-16(15)21(2,3)25-18(19)11-13/h10-12,15-16,22H,4-9H2,1-3H3,(H,23,24)",N/A,HCD,specs_ms.mgf,ESI,Positive,345.206,3,lib-00052.mgf,Bronze,64.0318,0.84801,185489,1,NIST17,NIST,345.206,N/A,0,5,CCCCCC1=CC2=C(C3C=C(CCC3C(O2)(C)C)C(=O)O)C(=C1)O,1,281.174,specs_ms.mgf,CCMSLIB00003497260,NA,1039950,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C21H28O4/c1-4-5-6-7-13-10-17(22)19-15-12-14(20(23)24)8-9-16(15)21(2,3)25-18(19)11-13/h10-12,15-16,22H,4-9H2,1-3H3,(H,23,24)"
5571,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-H2O,142187,1,Spectral Match to Monolaurin from NIST14,Isolated,Data deposited by amelnik,0,spectra/specs_ms.mgf5571,N/A,N/A,IT/ion trap,specs_ms.mgf,ESI,Positive,257.211,3,lib-00036.mgf,Bronze,28.0311,0.843657,108981,1,GNPS-NIST14-MATCHES,Data from Rob Knight,257.211,N/A,0,8,N/A,1,285.242,specs_ms.mgf,CCMSLIB00003134533,NA,207662,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
5573,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,0,1,Lys-Cys,Isolated,NIST,0,spectra/specs_ms.mgf5573,"InChI=1S/C9H19N3O3S/c10-4-2-1-3-6(11)8(13)12-7(5-16)9(14)15/h6-7,16H,1-5,10-11H2,(H,12,13)(H,14,15)/t6-,7-/m0/s1",N/A,HCD,specs_ms.mgf,ESI,Positive,250.122,3,lib-00052.mgf,Bronze,43.1727,0.812949,172607,1,NIST17,NIST,250.122,N/A,0,4,C(CCN)CC(C(=O)NC(CS)C(=O)O)N,1,293.295,specs_ms.mgf,CCMSLIB00003734932,NA,788637,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C9H19N3O3S/c10-4-2-1-3-6(11)8(13)12-7(5-16)9(14)15/h6-7,16H,1-5,10-11H2,(H,12,13)(H,14,15)/t6-,7-/m0/s1"
5577,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-H2O,1225010,1,19-Norandrosterone,Isolated,NIST,0,spectra/specs_ms.mgf5577,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,259.206,3,lib-00036.mgf,Bronze,46.0042,0.817618,177481,1,NIST14,NIST,259.206,N/A,0,9,N/A,1,305.21,specs_ms.mgf,CCMSLIB00000250082,NA,13549000,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
5579,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-C7H9N5,53792,1,Puromycin,Isolated,NIST,0,spectra/specs_ms.mgf5579,"InChI=1S/C22H29N7O5/c1-28(2)19-17-20(25-10-24-19)29(11-26-17)22-18(31)16(15(9-30)34-22)27-21(32)14(23)8-12-4-6-13(33-3)7-5-12/h4-7,10-11,14-16,18,22,30-31H,8-9,23H2,1-3H3,(H,27,32)/t14-,15+,16+,18+,22-/m0/s1",N/A,HCD,specs_ms.mgf,ESI,Positive,309.145,3,lib-00052.mgf,Bronze,0.0125122,0.858266,40.4737,1,NIST17,NIST,309.145,N/A,0,4,CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)NC(=O)C(CC4=CC=C(C=C4)OC)N)O,1,309.132,specs_ms.mgf,CCMSLIB00003448907,NA,2460190,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C22H29N7O5/c1-28(2)19-17-20(25-10-24-19)29(11-26-17)22-18(31)16(15(9-30)34-22)27-21(32)14(23)8-12-4-6-13(33-3)7-5-12/h4-7,10-11,14-16,18,22,30-31H,8-9,23H2,1-3H3,(H,27,32)/t14-,15+,16+,18+,22-/m0/s1"
5580,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,56354064,1,11-Nor-9-carboxy-.DELTA.9-tetrahydrocannabinol,Isolated,NIST,0,spectra/specs_ms.mgf5580,"InChI=1S/C21H28O4/c1-4-5-6-7-13-10-17(22)19-15-12-14(20(23)24)8-9-16(15)21(2,3)25-18(19)11-13/h10-12,15-16,22H,4-9H2,1-3H3,(H,23,24)/t15-,16-/m1/s1",N/A,HCD,specs_ms.mgf,ESI,Positive,345.206,3,lib-00052.mgf,Bronze,36.0006,0.886458,104287,1,NIST17,NIST,345.206,N/A,0,4,CCCCCC1=CC2=C(C3C=C(CCC3C(O2)(C)C)C(=O)O)C(=C1)O,1,309.205,specs_ms.mgf,CCMSLIB00003352111,NA,903581,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C21H28O4/c1-4-5-6-7-13-10-17(22)19-15-12-14(20(23)24)8-9-16(15)21(2,3)25-18(19)11-13/h10-12,15-16,22H,4-9H2,1-3H3,(H,23,24)/t15-,16-/m1/s1"
