feature_number,mz,RT,C,H,O,N,S,P,Cl,Br,B,Se,I,H/C,O/C,N/C,AI-mod,DBE,DBE/C,Formula,ZodiacScore,Exp2_MediaBlank_A_DOM_I,Exp2_MediaBlank_A_DOM_II,Exp2_MediaBlank_A_Unfil_I,Exp2_MediaBlank_A_Unfil_II,Exp2_Pn-delicatissima_A_DOM_I,Exp2_Pn-delicatissima_A_DOM_II,Exp2_Pn-delicatissima_A_Unfil_I,Exp2_Pn-delicatissima_A_Unfil_II,Exp2_Pn-delicatissima_B_DOM_I,Exp2_Pn-delicatissima_B_DOM_II,Exp2_Pn-delicatissima_B_Unfil_I,Exp2_Pn-delicatissima_B_Unfil_II,Exp2_Pn-galaxiae_A_DOM_I,Exp2_Pn-galaxiae_A_DOM_II,Exp2_Pn-galaxiae_A_Unfil_I,Exp2_Pn-galaxiae_A_Unfil_II,Exp2_Pn-galaxiae_B_DOM_I,Exp2_Pn-galaxiae_B_DOM_II,Exp2_Pn-galaxiae_B_Unfil_I,Exp2_Pn-galaxiae_B_Unfil_II,Exp2_Pn-hasleana_A_DOM_I,Exp2_Pn-hasleana_A_DOM_II,Exp2_Pn-hasleana_A_Unfil_I,Exp2_Pn-hasleana_A_Unfil_II,Exp2_Pn-hasleana_B_DOM_I,Exp2_Pn-hasleana_B_DOM_II,Exp2_Pn-hasleana_B_Unfil_I,Exp2_Pn-hasleana_B_Unfil_II,Exp2_Pn-multiseries_A_DOM_I,Exp2_Pn-multiseries_A_DOM_II,Exp2_Pn-multiseries_A_Unfil_I,Exp2_Pn-multiseries_A_Unfil_II,Exp2_Pn-multiseries_B_DOM_I,Exp2_Pn-multiseries_B_DOM_II,Exp2_Pn-multiseries_B_Unfil_I,Exp2_Pn-multiseries_B_Unfil_II,Exp2_Pn-subpacifica_A_DOM_I,Exp2_Pn-subpacifica_A_DOM_II,Exp2_Pn-subpacifica_A_Unfil_I,Exp2_Pn-subpacifica_A_Unfil_II,Exp2_Pn-subpacifica_B_DOM_I,Exp2_Pn-subpacifica_B_DOM_II,Exp2_Pn-subpacifica_B_Unfil_I,Exp2_Pn-subpacifica_B_Unfil_II
7386,499.3481885,6.562941169,24,50,10,0,0,0,0,0,0,0,0,2.083333333,0.416666667,0,0,0,0,C24H50O10,1,0,0,0,0,5360201.386,4782128.295,9215625.507000001,10300000,9319373.593,9294736.438,5119339.323,5455324.007999999,3268835.2830000003,2862490.517,2579381.331,1099143.284,10700000,10300000,6209329.402000001,5909356.12,5825357.502,4828869.301,5380395.267999999,6037883.03,6063929.652000001,5662819.467999999,10200000,11100000,5255951.845,4947395.16,5453666.026000001,5445697.737000001,1065853.153,1298842.634,921211.3861,5832.82471,11000000,10500000,12200000,12000000,17800000,19200000,22500000,23600000
7387,499.3726521,10.11654846,22,50,8,4,0,0,0,0,0,0,0,2.272727273,0.363636364,0.181818182,0,0,0,C22H50N4O8,1,37242.37401,0,24160.63033,29087.569560000004,2928215.287,3621863.486,1004194.933,4667751.2639999995,5406501.259,5327890.169,714920.3824,1572445.888,1678086.132,2047674.295,666209.6325,1421621.2519999999,4445305.029,3284749.3880000003,2472516.731,2118698.018,3549910.5530000003,1964369.119,1072409.335,1482961.542,3495568.4039999996,3190411.325,4596373.2530000005,3014982.062,2204251.8880000003,2355051.6180000002,4052810.628,5338482.191000001,538855.739,1124874.992,995474.2834,31441.6065,7753200.704,6480432.668,8241106.182999999,8480393.088,9813159.425,10200000,13900000,14400000
7388,500.3430498,7.254921455,24,45,6,5,0,0,0,0,0,0,0,1.875,0.25,0.208333333,0,5,0.208333333,C24H45N5O6,1,428803.0889,527276.1665,424453.3594,492734.7687,5485522.682999999,6615653.042,10300000,8746245.194,10700000,13900000,5371875.921,729699.4355,4947814.241,4815845.976,432357.2779,1986509.894,12200000,9659667.911,5293783.488,5054677.722,6512234.015,5236278.316000001,5510417.628,5579087.8270000005,9960142.881000001,7748727.562000001,7200676.73,7664976.231000001,6681908.188999999,6089823.586,5331453.511,6534135.212,1094437.815,1043018.418,891629.3525,32433.13772,17100000,16900000,17900000,17400000,29900000,29900000,33200000,34200000
7393,513.3636889,7.117522945,25,52,10,0,0,0,0,0,0,0,0,2.08,0.4,0,0,0,0,C25H52O10,1,0,0,0,0,6738315.482000001,7197431.812000001,13300000,12900000,11800000,12400000,7092650.859,7695087.397999999,5539746.33,4295451.016,4218535.196,4077690.5689999997,16600000,15000000,9110239.322,9780943.246,7995493.897999999,6214087.36,7838662.374,8165559.884,10400000,8574807.442,18300000,16400000,6425498.003,6780780.509,7641142.908,8218998.7979999995,2761651.4460000005,2846639.0960000004,3202476.162,8470.428534,15700000,15000000,18600000,17900000,26700000,26400000,32200000,33700000
7395,516.8545721,9.797015029,4,8,21,0,0,4,0,0,0,0,0,2,5.25,0,0,3,0.75,C4H8O21P4,0.9998999,0,42767.03322,0,23826.76555,10900000,12100000,4802868.241,8446723.468,18200000,18500000,1940236.4419999998,938514.9784,5698088.873,5973896.721,585539.0821,2419697.488,12100000,8754885.752999999,3230413.518,2836590.735,11900000,7735619.57,1494537.575,1057124.7240000002,10100000,7803409.871,4000768.1210000003,3034909.4839999997,7598142.12,6694682.755,9257212.64,5397440.055,3315088.646,3420321.685,2543314.642,108485.5596,21100000,18700000,24200000,24500000,27400000,25100000,35700000,39600000
7396,518.3280901,8.157181359,22,43,7,7,0,0,0,0,0,0,0,1.954545455,0.318181818,0.318181818,0,5,0.227272727,C22H43N7O7,0.998898899,0,3520.3131409999996,13039.85303,19102.72533,766112.9894,513584.00299999997,522880.8767,574398.246,560756.7351,897183.7811,420341.1265,417101.4263,54590.14045,61641.13151,0,35266.16777,240413.6278,177736.9966,0,0,198283.2682,63362.86251,63644.67207000001,55982.38413,101234.7315,110136.8795,0,83808.84737,24758.70433,0,0,7002.805954,0,10261.90271,15304.23376,0,12600.263159999999,0,0,16554.37535,15736.25657,19256.74548,18637.58456,33270.23921
7397,521.2712429,9.825365629,28,41,7,0,0,1,0,0,0,0,0,1.464285714,0.25,0,0.212765957,9,0.321428571,C28H41O7P,1,156314.6761,382103.8099,310890.1603,296416.4759,1637177.3380000002,305275.5504,231000000,287000000,560041.9316,355911.1617,242000000,348000000,375476.0177,266372.7659,1703641.582,447888.482,405091.8581,213709.8328,708091.4262,1702543.993,412044.1955,561782.9095,1916952.119,3941593.2169999997,302140.6727,346592.0548,1965209.621,3931253.528,375058.7051,444720.7314,65545.86348,103003.9405,343394.2161,402535.593,188201.6972,0,236827.5968,182284.4906,57649.83309,342131.4415,373496.5056,159676.4693,68253.80979,82244.49438999999
7399,523.2664679,7.349888894,24,40,9,2,0,0,0,0,0,0,0,1.666666667,0.375,0.083333333,0.028571429,6,0.25,C24H40N2O9,0.995595596,0,8634.580025,17721.552969999997,11146.51769,17600000,20100000,19900000,19900000,25300000,28000000,11000000,9426823.898,7405148.698,6732319.759,4201000.259,4907888.004,6252139.504,5565921.188999999,9134968.162999999,9980130.84,11400000,10000000,12000000,9495157.036,14300000,13400000,3975646.26,2799917.733,11600000,11400000,9762051.205,9402573.666000001,1347251.75,1717770.198,1159366.379,60389.56703,14000000,14800000,15900000,15000000,20400000,19900000,20100000,21000000
7402,527.3790746,7.757632953,26,54,10,0,0,0,0,0,0,0,0,2.076923077,0.384615385,0,0,0,0,C26H54O10,1,346012.5548,0,0,0,10700000,10600000,18600000,19400000,17400000,18100000,11800000,12600000,8266952.473999999,7016929.714,6161874.999,6094352.579,17100000,16300000,14400000,14700000,12300000,9942658.91,11300000,12700000,15000000,12800000,20800000,18900000,8391264.462000001,7445010.63,9460732.425,10500000,3253674.457,3579965.9060000004,3813640.328,56441.0151,19800000,19000000,22400000,21500000,32400000,31700000,43500000,45000000
7403,529.372404,7.28145507,23,52,9,4,0,0,0,0,0,0,0,2.260869565,0.391304348,0.173913043,0,0,0,C23H52N4O9,0.994594595,161639.5629,262320.057,105132.1484,178996.2039,1855869.154,1782827.649,2976012.6,1859124.746,3261075.963,3686554.816,1142441.397,1244060.0459999999,2409644.7569999998,1609271.5780000002,1976028.457,1000387.7109999999,5241835.032,4286682.701,3582711.788,1636143.935,4050053.232,2443466.701,3763967.613,1927095.4319999998,3615140.488,3182558.6539999996,1232680.1609999998,4039689.374,5287841.996,3739275.9560000002,3944435.3989999997,2856324.396,1397874.8480000002,723628.3521,590390.459,15104.81926,7917577.004,7177770.78,5676991.906,9779585.464,17300000,16100000,17400000,20300000
7404,534.187454,7.758223767,28,27,8,3,0,0,0,0,0,0,0,0.964285714,0.285714286,0.107142857,0.547619048,17,0.607142857,C28H27N3O8,0.997197197,0,0,0,0,724300.6462,549641.9543,370341.3201,227679.5719,627824.581,410228.6906,525841.0817,440026.2683,5977405.2639999995,5173320.7,3143095.203,4021022.688,9954308.184,7492014.984,3701538.5719999997,3210746.3239999996,8079665.528,6493898.092,6093324.431,3903447.515,7901244.825,7429076.965,3965451.459,2766624.336,23512.75504,0,0,0,11936.22842,0,0,548.6210782,0,0,0,0,0,0,0,29374.50409
7405,534.3062062,10.36375132,25,39,6,7,0,0,0,0,0,0,0,1.56,0.24,0.28,0.233333333,10,0.4,C25H39N7O6,0.994394394,39122.91176,40912.82893,41477.89115,30057.95585,2092946.323,762550.9105,734759.767,1309329.756,4076095.58,1595463.04,548732.3394,315970.0088,1269232.915,75444.57611000001,349187.4101,476601.3044,677358.4045,313620.3756,147204.0431,1207639.749,428439.8591,421538.5868,1618151.4409999999,289415.8227,569017.9298,235558.0938,539865.8625,531964.4941,698509.5945,718757.6946,254274.687,1353403.0219999999,379442.9829,201871.3688,166037.5488,10407.91522,127005.3109,1394193.052,4107464.518,2717908.788,281445.4204,114112.5539,554115.2757,232643.9921
7408,541.3455823,9.733851245,24,44,6,8,0,0,0,0,0,0,0,1.833333333,0.25,0.333333333,0,7,0.291666667,C24H44N8O6,0.987587588,29335.488960000002,24165.95031,38355.16789,0,3492232.1789999995,4727500.473,843724.5491,2215752.12,6850963.987000001,7787310.1110000005,323113.9716,318916.2388,1867891.0219999999,1522075.894,128366.0547,659374.2296,4226833.395,2892030.1539999996,700156.5599,1130288.528,3056749.637,2973008.5330000003,325735.8829,0,3513953.293,3043550.4710000004,436475.8675,186874.8122,2706086.001,1885108.521,1239674.889,1864670.39,835818.2234,1186766.352,366831.1485,13518.60125,8434455.489,7202581.427999999,8509831.194,8097324.844,10900000,10300000,13100000,15800000
7409,542.3912482,3.665869829,27,51,6,5,0,0,0,0,0,0,0,1.888888889,0.222222222,0.185185185,0,5,0.185185185,C27H51N5O6,0.999099099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1714091.37,1648641.46,1467401.092,1664099.25,1611983.169,1587275.645,1412929.523,64193.8936,0,0,0,0,34797.066510000004,0,0,0
7410,543.3927119,7.909648198,25,54,10,2,0,0,0,0,0,0,0,2.16,0.4,0.08,0,0,0,C25H54N2O10,1,0,0,0,0,2287207.852,560170.6278,2556653.883,2606292.919,3065260.2739999997,4123776.4460000005,1102123.5590000001,2379792.155,2037783.174,1846544.368,771189.2419,1357633.6830000002,4340160.136,3114703.11,1454928.2019999998,2661517.3819999998,1128473.865,2191984.64,622642.0572,378610.0718,3775002.33,3170852.145,1739292.1919999998,3422423.828,3659296.4289999995,3029755.526,3407651.0310000004,3656856.395,283893.693,809106.8866,271199.9942,5068.969425,6373191.222,7468359.294,2380150.015,7987472.607000001,16700000,15600000,14500000,1946141.77
7411,544.3693872,7.287515218,26,49,7,5,0,0,0,0,0,0,0,1.884615385,0.269230769,0.192307692,0,5,0.192307692,C26H49N5O7,1,354239.1474,390338.222,393983.4398,469394.2533,3475368.003,4482886.358,7094617.753,5714590.927999999,6759402.306,9877128.139,2034067.529,743777.567,2825278.539,3109094.192,409262.1675,974095.9019,8574993.273,7131392.198,1467423.6030000001,1008951.975,4666908.952,3324889.028,2890140.6339999996,2842074.85,5914549.876,5303087.379,4484727.343,5240011.605,5271024.794,4733713.848999999,4046649.0889999997,5713991.216,605608.2045,975277.7689,251083.497,18805.325380000002,11700000,11900000,12200000,11900000,18600000,21000000,22600000,24800000
7412,545.8756039,9.980533277,8,10,16,2,0,5,0,0,0,0,0,1.25,2,0.25,0,7.5,0.9375,C8H10N2O16P5,1,0,0,0,0,11200000,15800000,13600000,19700000,18500000,20800000,9155842.272,8882023.984,6793307.6110000005,5747447.429,4032929.4439999997,5888689.878,14900000,7529081.727999999,10200000,12300000,11900000,8325381.993,4152956.1119999997,7493708.187000001,11900000,10700000,10700000,10300000,8288882.587,5690127.469,12700000,12100000,3579740.039,2939201.3680000002,3457543.08,117194.308,21200000,19800000,22800000,23600000,26600000,27200000,36000000,43500000
7413,552.883573,10.21233037,8,13,18,0,0,5,0,0,0,0,0,1.625,2.25,0,0,5,0.625,C8H13O18P5,1,0,0,29859.33145,0,14200000,18900000,12400000,23000000,22800000,24500000,9510888.681,7302257.13,8780918.829,7406440.679,3670298.5110000004,6149010.99,16400000,10400000,14700000,14800000,14300000,9519591.723,7821967.977999999,10000000,13200000,11600000,15000000,14500000,8255609.3379999995,6941886.432999999,14300000,16200000,4206103.1680000005,4173184.395,3707176.0510000004,175318.6335,27200000,25700000,28100000,27200000,31000000,34100000,43400000,50300000
7414,553.2775446,9.604816119,25,45,11,0,0,1,0,0,0,0,0,1.8,0.44,0,0,4,0.16,C25H45O11P,1,60133.78204,25860.5061,52383.78325,62054.64657999999,3640406.548,516699.3645,81300000,147000000,306349.3784,235532.3805,64300000,147000000,4508505.345,3287738.131,50300000,17800000,24700000,9925755.077,35600000,41000000,81100000,37000000,25000000,22200000,4432150.781,7774844.316000001,27600000,180000000,105765.5539,78422.22455,1689070.4780000001,38100000,66467.44642000001,47001.41438,38400000,4127133.9869999997,43466.2162,49118.14924,819634.6893,359905.7544,205716.2428,128529.7092,1392852.1230000001,1794724.084
7415,555.3617425,10.20887098,25,46,6,8,0,0,0,0,0,0,0,1.84,0.24,0.32,0,7,0.28,C25H46N8O6,0.996696697,21082.52195,21652.22236,48381.20646,21904.659369999998,12600000,16500000,10200000,16200000,18600000,23000000,6244501.414,4983225.677,7530948.752,5937956.937000001,3639381.6810000003,4248989.705,13500000,7147360.221,10500000,12300000,10100000,7831060.973999999,4298522.277,7776630.41,10600000,10400000,9274451.4,9888623.58,8085800.168,5626573.663,12000000,11900000,3250097.403,3656741.988,2695672.872,73974.46551000001,22900000,20200000,23300000,23900000,25700000,27800000,36600000,43100000
7416,556.4073488,4.099359029,28,53,6,5,0,0,0,0,0,0,0,1.892857143,0.214285714,0.178571429,0,5,0.178571429,C28H53N5O6,0.998098098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104185.3887,294359.6414,472189.3136,210456.4057,422746.0322,394450.2863,288383.9419,21287.16897,0,0,0,0,0,0,0,0
7417,557.3898346,7.158352932,33,52,5,2,0,0,0,0,0,0,0,1.575757576,0.151515152,0.060606061,0.192982456,9,0.272727273,C33H52N2O5,1,0,18957.69155,0,0,4939466.749,5710201.535,11000000,10400000,8985531.354,8641207.4,5599954.784,5891766.825,3440765.077,3011297.8439999996,2712566.017,2479238.963,10800000,9996909.527,6637660.866,7113947.562000001,5762383.851,4905484.557,6334123.725,6495345.045,6869862.567000001,5470643.834,10600000,11300000,5541772.126,5120571.739,6322482.725,6785216.308999999,1387890.7040000001,1492469.9019999998,1200143.913,24553.06338,10900000,10200000,13500000,13000000,18400000,18100000,24400000,24200000
7418,558.3852946,7.975296895,27,51,7,5,0,0,0,0,0,0,0,1.888888889,0.259259259,0.185185185,0,5,0.185185185,C27H51N5O7,1,290086.7933,312692.1688,287227.0752,395212.036,4890599.673,5549912.09,8107215.19,7615851.784,8650695.518,10600000,1991028.946,427740.5069,4056014.762,4114689.893,465220.023,933700.344,9625725.633,8924887.66,1964508.665,5616529.161,6232459.386,4872890.73,5286023.136,5590155.954,8839381.919,6582250.26,5140838.203,7140183.852000001,6136755.664,4627947.45,1882922.5890000002,6729042.158,645595.4597,680266.9046,892361.8196,8222.2746,10200000,14000000,15700000,15100000,22200000,21300000,28200000,30100000
7419,560.4001816,6.639403844,27,53,7,5,0,0,0,0,0,0,0,1.962962963,0.259259259,0.185185185,0,4,0.148148148,C27H53N5O7,1,81679.85186,34116.563780000004,29997.629289999997,100067.6228,10500000,11000000,19600000,21100000,17700000,18000000,11500000,12500000,7182344.9860000005,6625689.877,5245206.913,5094660.313,24100000,22500000,12200000,12300000,12000000,10200000,11500000,11900000,13100000,11400000,25000000,24700000,13700000,12000000,12600000,13300000,4409846.778,4877835.885,4532880.1110000005,43839.777030000005,22800000,21100000,25600000,25900000,35100000,35300000,43500000,46800000
7423,565.3566206,6.628626479,39,46,0,2,0,0,0,0,0,0,0,1.179487179,0,0.051282051,0.459459459,18,0.461538462,C39H46N2,0.988388388,23984.5432,0,0,18987.49485,9126751.062,9155905.171,14600000,17400000,14400000,15700000,9379834.752999999,11000000,5281369.7,5133984.154,3938706.713,3992378.184,17400000,16000000,8995717.526,9251104.238,9754814.112,7583180.185,8951728.495,10500000,10200000,8562121.88,18600000,18400000,10800000,9311174.851,9623216.453,10300000,3128822.135,3334111.022,3110700.854,12809.43631,17000000,15500000,19400000,18400000,26000000,26700000,31300000,35200000
7424,566.2630786,8.462773411,23,35,8,9,0,0,0,0,0,0,0,1.52173913,0.347826087,0.391304348,0.25,11,0.47826087,C23H35N9O8,1,0,0,0,0,318465.9167,287857.2345,30900000,96500000,0,38404.53862,32800000,38300000,2708218.8439999996,3267151.751,176000000,49400000,25500000,22600000,282000000,223000000,506000000,424000000,269000000,304000000,12400000,7792469.196,240000000,326000000,0,0,3367399.7139999997,1011042.318,83598.46648999999,67911.32661,3112605.238,207549.8326,84428.09323,377447.8578,1205734.647,1498621.1,76285.61432000001,67387.68542000001,424390.6416,631217.0589
7425,566.2630466,8.609385445,23,35,8,9,0,0,0,0,0,0,0,1.52173913,0.347826087,0.391304348,0.25,11,0.47826087,C23H35N9O8,1,0,0,0,0,7233960.33,3496770.152,58600000,134000000,386755.2091,434122.7967,54500000,85500000,31600000,37200000,237000000,165000000,224000000,176000000,369000000,298000000,590000000,494000000,366000000,414000000,90200000,82700000,311000000,432000000,53239.71891,0,4381375.156,6453921.833,278678.9372,365127.24600000004,6862318.81,556735.7255,264957.8721,221677.9015,327263.8202,721483.2098,80649.41099,48487.16066,558560.9547,342206.6132
7426,567.8906093,9.925457388,11,23,5,1,8,2,0,0,0,0,0,2.090909091,0.454545455,0.090909091,0,2,0.181818182,C11H23NO5P2S8,0.991491491,0,0,0,13568.2234,7852610.17,11500000,7919326.887,12500000,13000000,14500000,6986631.742000001,3889439.975,5457103.022999999,3786669.626,2265920.472,2427352.475,11000000,5703497.272000001,8023862.959,7457514.879,9399548.475,6425165.306,4169637.8,3295685.345,8457445.137,7285009.899,6559103.967999999,5099839.436000001,5199407.125,3421083.251,7002882.22,9043691.636,2809399.6560000004,2035341.8869999999,1101766.415,83037.12767999999,14600000,14800000,17700000,10500000,19200000,20200000,25300000,29800000
7428,569.3785816,10.71678785,26,48,6,8,0,0,0,0,0,0,0,1.846153846,0.230769231,0.307692308,0,7,0.269230769,C26H48N8O6,0.981081081,0,17497.71255,68314.34318,0,1613942.905,2710015.442,1595450.707,3626075.959,2511529.115,3836553.1089999997,1830505.89,1082159.258,3051336.7430000002,1878696.2980000002,645631.4529,1398303.8969999999,6667913.808999999,3334295.648,3828364.762,5198625.463,2593051.037,2278552.904,1153357.03,1104042.662,3590258.0760000004,3326606.242,4619687.706,4789759.886,2678931.68,1440873.3630000001,4001628.921,5102999.789,1505020.95,1373298.4919999999,1406326.17,77621.68242000001,11400000,10900000,8204950.735,7603321.2129999995,12100000,13800000,13600000,17100000
7430,570.3865399,4.534725908,28,51,7,5,0,0,0,0,0,0,0,1.821428571,0.25,0.178571429,0,6,0.214285714,C28H51N5O7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32028.11763,0,0,0,0,0,0,42492.94217,0,0,0,0,0,0,0,0,0,0,0
7432,572.419051,10.1491609,31,57,8,1,0,0,0,0,0,0,0,1.838709677,0.258064516,0.032258065,0,4,0.129032258,C31H57NO8,1,0,0,0,0,3258433.74,5129217.886,4434312.149,7716010.808999999,5941987.072000001,5832605.686000001,1670383.938,2773540.764,1854608.552,1705293.0259999998,883230.7618,963654.3702,4549535.893999999,2217963.139,3589682.684,5642619.6729999995,3341918.435,2785768.6989999996,2681727.117,2499965.4390000002,3760718.954,3022078.7660000003,4329565.15,2300448.605,2111747.009,1290998.751,3214746.249,3815075.69,735572.0579,1007156.81,328873.32,32725.550519999997,7169059.094,6336592.731000001,7052601.897999999,6248013.903,8530910.703,8914390.623,10200000,13400000
7433,574.8969052,10.14484287,7,14,22,0,0,4,0,0,0,0,0,2,3.142857143,0,0,3,0.428571429,C7H14O22P4,1,44536.03157,0,0,0,11300000,16800000,11300000,20400000,19300000,19800000,8519006.754,6721856.9229999995,7573107.464,6115985.085,3394509.357,5369445.177999999,13600000,7779185.897000001,14900000,13700000,11900000,9305891.419,4666057.933999999,8357524.806,11800000,11200000,11200000,11900000,7180723.061000001,5055440.256,11600000,14500000,3265280.113,3666140.376,3767696.374,161857.1145,23300000,19700000,22400000,22100000,27400000,29500000,36600000,44900000
7437,581.9048733,10.36903936,13,14,16,0,0,5,0,0,0,0,0,1.076923077,1.230769231,0,0,9.5,0.730769231,C13H14O16P5,1,0,20932.64599,33803.351610000005,0,12400000,18100000,12100000,21800000,21000000,22200000,8033875.107999999,8119960.653,7953216.166,6638418.095,3607935.667,5060419.149,15200000,8086420.089,13300000,16200000,11500000,8919209.159,7130235.061000001,7673995.35,12500000,11500000,12300000,13000000,7011702.603999999,4756760.551,11700000,15200000,3433097.7630000003,3834472.452,3494582.691,59563.15132999999,24000000,21400000,22800000,23200000,29900000,32900000,36800000,46000000
7439,585.4216137,8.397601124,35,56,5,2,0,0,0,0,0,0,0,1.6,0.142857143,0.057142857,0.180327869,9,0.257142857,C35H56N2O5,1,20203.54196,10843.3204,0,0,7227057.556,7556318.775,13800000,15600000,11300000,11800000,9127393.951,10000000,4675129.834,4248077.183999999,4377729.59,4399888.935,11300000,10500000,9760268.427000001,10700000,10000000,7510646.375,9879661.921,10000000,9575329.842,8617041.663999999,16500000,15700000,6524968.617000001,5362715.898,8139682.198,9063463.901,2251973.59,2370066.999,2739339.59,36915.52046,15100000,14000000,18400000,18300000,23300000,21200000,32300000,34600000
7444,596.9100094,10.09231871,10,17,19,0,0,5,0,0,0,0,0,1.7,1.9,0,0,5,0.5,C10H17O19P5,1,0,0,0,0,8893090.608,11400000,6625177.865,12800000,12100000,12700000,7171548.914,5220222.825,5374449.8379999995,4257273.691000001,2967341.686,2896255.542,11500000,5732057.289,5610197.786,9466865.136,8102337.839,6818535.722999999,3921694.104,3482949.995,7887961.722,7865005.808999999,6867676.164,7718755.993,4764463.749,2846493.651,7675300.131,10500000,1954317.721,2033296.802,883563.175,41958.46135,16300000,15200000,16100000,15400000,19700000,22300000,26100000,30600000
7448,604.4267912,6.707320115,29,57,8,5,0,0,0,0,0,0,0,1.965517241,0.275862069,0.172413793,0,4,0.137931034,C29H57N5O8,1,0,39333.238139999994,28960.41503,12402.18397,4220174.571,4396230.331,8496403.654,9555127.091,8244833.772000001,8492394.533,4652869.554,5269622.29,2970657.778,2549179.97,1008516.554,1307532.436,11700000,11000000,5174789.752,5815474.899,5442494.097,4176216.957,5375885.297,5657243.887999999,5629774.278,4675377.505,13000000,12200000,5772655.7870000005,5015939.221,6166775.944,6408240.868,1480069.384,2205456.946,2408709.579,19912.49148,10400000,10200000,12200000,12400000,15600000,16000000,20900000,23100000
7450,607.4361345,11.47393928,39,58,5,0,0,0,0,0,0,0,0,1.487179487,0.128205128,0,0.232876712,11,0.282051282,C39H58O5,1,0,0,7522.438209,2606.224342,2216.245409,12127.42827,912045.8548,9085783.889,1154.963999,1496.737415,3662628.83,3719865.767,4029.9690189999997,1581.5713150000001,794886.2207,416459.3928,5544.4660460000005,3218.983388,2267376.335,2392845.52,121849.7491,3220.32552,1529602.024,3426574.4189999998,972.0624347000002,9796.026972,2607761.796,6363778.637999999,4512.084201,1906.4802379999999,6545724.595,3210424.5889999997,1431.2450939999999,0,5811732.211,931458.521,6692.0692,8319.824017,3421630.5439999998,2483026.0069999998,0,6126.7090100000005,2982723.329,3539728.903
7452,610.9260058,10.52357444,11,19,19,0,0,5,0,0,0,0,0,1.727272727,1.727272727,0,0,5,0.454545455,C11H19O19P5,1,0,0,0,0,12000000,14700000,9497343.99,22700000,18100000,18400000,9941369.06,7257272.392000001,8178769.576,5084617.785,3426395.791,4205388.722,14000000,6502685.462,15600000,15500000,9994336.902,7979140.775,5602926.062999999,6476659.892000001,12200000,10000000,11800000,10100000,6063995.921,3371407.9689999996,9964519.623,14000000,2706401.933,3193907.72,3694388.686,41697.00585,21500000,21000000,21000000,19200000,25300000,28500000,31300000,42800000
7454,615.4320129,7.75967552,36,58,6,2,0,0,0,0,0,0,0,1.611111111,0.166666667,0.055555556,0.161290323,9,0.25,C36H58N2O6,1,0,0,0,17279.796469999997,4974456.694,5353173.759,9994889.567,11100000,8491520.879,9215348.966,5522262.2,6815470.498,3068158.215,2873863.566,1889268.9009999998,2667748.832,9339621.246,8579576.748,6499461.977000001,6899137.852999999,6140658.529,5278995.201,6229388.646000001,6199200.603999999,6657833.845,5710367.076,13300000,12000000,5276024.697,4029573.358,6042816.67,7203443.265,1066516.8390000002,805952.3824,961276.1545,9549.723252,10900000,10000000,13000000,12400000,16700000,15400000,23700000,24800000
7457,625.9310033,10.24372671,15,18,17,0,0,5,0,0,0,0,0,1.2,1.133333333,0,0,9.5,0.633333333,C15H18O17P5,1,0,0,0,0,7126070.925,11500000,6266897.598999999,13400000,11200000,12500000,4701050.154,3955918.3210000005,5676418.28,4261793.374,2010465.5769999998,2411058.602,10700000,5199727.653,10700000,13800000,9203986.911,5622352.01,3842665.297,4960616.631,7913329.8379999995,7322542.336,9777226.554,6555736.917,3725711.0730000003,2577177.261,7333543.501,9542857.067,1855402.628,2018055.4440000001,2384808.82,110110.3905,14800000,14500000,14500000,13800000,18400000,20600000,23100000,30900000
7459,629.4477948,8.383383819,37,60,6,2,0,0,0,0,0,0,0,1.621621622,0.162162162,0.054054054,0.15625,9,0.243243243,C37H60N2O6,0.9996997,0,0,21838.23276,10290.10153,4563517.714,5104417.376,9783641.108,10500000,7472656.679,7482751.902000001,6418094.152000001,6572613.802,3382289.1010000003,2744764.624,2782180.078,2929837.377,10000000,8828998.287999999,7591999.422,7808583.665,6778004.336,5241940.533,6826501.907000001,7360460.739,6721257.035,5909773.744,12900000,12500000,4961489.821,4361479.835,6553883.285,7313610.137,1989619.8090000001,1932022.341,2308230.673,28614.1071,12400000,11300000,14600000,14400000,17900000,16000000,25300000,25900000
7460,632.9390754,10.45075287,10,20,23,0,0,4,0,0,0,0,0,2,2.3,0,0,3,0.3,C10H20O23P4,1,0,0,0,26335.45205,10700000,13400000,7143080.408,18700000,13300000,15800000,8953688.225,6120758.153,7632263.011,5135648.1110000005,2739935.999,3391801.684,13100000,6248102.704,14000000,15500000,9058305.667000001,7083871.125,4515263.26,5957606.597999999,9950224.099,9374103.382000001,10700000,11100000,4670863.302,2375497.659,8340292.057,11400000,2291466.88,2562799.16,3083809.228,20127.23585,18400000,17500000,17000000,17800000,23800000,24700000,27900000,37200000
